NRpix,sequence_number,FLpix,fips_county,county_name,latitude,longitude,wmd,wmd_cd
8390,57812,13983,87,Monroe,24.553896130500004,-82.11280424739999,SFWMD,5
8406,51300,13984,87,Monroe,24.553896130500004,-81.8068766702,SFWMD,5
8407,50893,14366,87,Monroe,24.553896130500004,-81.7877561966,SFWMD,5
8865,57406,14367,87,Monroe,24.571860197,-82.09368377379998,SFWMD,5
8883,50080,14370,87,Monroe,24.571860197,-81.74951524949999,SFWMD,5
8884,49673,14371,87,Monroe,24.571860197,-81.73039477589998,SFWMD,5
8886,48859,14372,87,Monroe,24.571860197,-81.6921538288,SFWMD,5
8887,48452,14373,87,Monroe,24.571860197,-81.6730333552,SFWMD,5
9338,57814,14374,87,Monroe,24.5898242635,-82.11280424739999,SFWMD,5
9360,48860,14375,87,Monroe,24.5898242635,-81.6921538288,SFWMD,5
9361,48453,14376,87,Monroe,24.5898242635,-81.6730333552,SFWMD,5
9839,46826,14377,87,Monroe,24.60778833,-81.5965514609,SFWMD,5
9840,46419,14378,87,Monroe,24.60778833,-81.57743098729999,SFWMD,5
10312,47234,14379,87,Monroe,24.6257523966,-81.6156719345,SFWMD,5
10315,46013,14380,87,Monroe,24.6257523966,-81.55831051369998,SFWMD,5
10316,45606,14381,87,Monroe,24.6257523966,-81.5391900402,SFWMD,5
10317,45199,14382,87,Monroe,24.6257523966,-81.5200695666,SFWMD,5
10787,46828,14383,87,Monroe,24.6437164631,-81.5965514609,SFWMD,5
10791,45200,14384,87,Monroe,24.6437164631,-81.5200695666,SFWMD,5
10800,41537,14385,87,Monroe,24.6437164631,-81.3479853044,SFWMD,5
10801,41130,14386,87,Monroe,24.6437164631,-81.3288648309,SFWMD,5
11265,45201,14387,87,Monroe,24.6616805296,-81.5200695666,SFWMD,5
11266,44794,14388,87,Monroe,24.6616805296,-81.500949093,SFWMD,5
11269,43573,14389,87,Monroe,24.6616805296,-81.4435876723,SFWMD,5
11271,42759,14390,87,Monroe,24.6616805296,-81.4053467252,SFWMD,5
11272,42352,14391,87,Monroe,24.6616805296,-81.3862262516,SFWMD,5
11273,41945,14392,87,Monroe,24.6616805296,-81.36710577799998,SFWMD,5
11274,41538,14393,87,Monroe,24.6616805296,-81.3479853044,SFWMD,5
11278,39910,14394,87,Monroe,24.6616805296,-81.27150341009998,SFWMD,5
11732,48051,14395,87,Monroe,24.6796445961,-81.6539128816,SFWMD,5
11737,46016,14765,87,Monroe,24.6796445961,-81.55831051369998,SFWMD,5
11738,45609,14766,87,Monroe,24.6796445961,-81.5391900402,SFWMD,5
11740,44795,14767,87,Monroe,24.6796445961,-81.500949093,SFWMD,5
11741,44388,14768,87,Monroe,24.6796445961,-81.48182861949999,SFWMD,5
11743,43574,14770,87,Monroe,24.6796445961,-81.4435876723,SFWMD,5
11747,41946,14771,87,Monroe,24.6796445961,-81.36710577799998,SFWMD,5
11748,41539,14772,87,Monroe,24.6796445961,-81.3479853044,SFWMD,5
12205,48459,14773,87,Monroe,24.697608662600004,-81.6730333552,SFWMD,5
12214,44796,14774,87,Monroe,24.697608662600004,-81.500949093,SFWMD,5
12218,43168,14775,87,Monroe,24.697608662600004,-81.4244671987,SFWMD,5
12221,41947,14776,87,Monroe,24.697608662600004,-81.36710577799998,SFWMD,5
12223,41133,14777,87,Monroe,24.697608662600004,-81.3288648309,SFWMD,5
12235,36249,14778,87,Monroe,24.697608662600004,-81.09941914799998,SFWMD,5
12236,35842,14779,87,Monroe,24.697608662600004,-81.0802986744,SFWMD,5
12694,42355,14780,87,Monroe,24.7155727291,-81.3862262516,SFWMD,5
12709,36250,14781,87,Monroe,24.7155727291,-81.09941914799998,SFWMD,5
12710,35843,14782,87,Monroe,24.7155727291,-81.0802986744,SFWMD,5
13165,43577,14783,87,Monroe,24.7335367956,-81.4435876723,SFWMD,5
13168,42356,14784,87,Monroe,24.7335367956,-81.3862262516,SFWMD,5
13172,40728,14785,87,Monroe,24.7335367956,-81.30974435729999,SFWMD,5
13186,35030,14786,87,Monroe,24.7335367956,-81.04205772729999,SFWMD,5
13188,34216,14787,87,Monroe,24.7335367956,-81.00381678009998,SFWMD,5
13640,43171,14788,87,Monroe,24.751500862100002,-81.4244671987,SFWMD,5
13663,33810,14789,87,Monroe,24.751500862100002,-80.9846963066,SFWMD,5
13664,33403,14790,87,Monroe,24.751500862100002,-80.965575833,SFWMD,5
14139,32997,14791,87,Monroe,24.7694649286,-80.94645535939999,SFWMD,5
14141,32183,14792,87,Monroe,24.7694649286,-80.9082144123,SFWMD,5
15093,30557,14793,87,Monroe,24.8053930616,-80.83173251799998,SFWMD,5
15568,30151,14794,87,Monroe,24.8233571281,-80.8126120444,SFWMD,5
15569,29744,14795,87,Monroe,24.8233571281,-80.7934915708,SFWMD,5
16045,28931,14796,87,Monroe,24.8413211946,-80.75525062369998,SFWMD,5
16520,28525,14797,87,Monroe,24.859285261100002,-80.73613015009998,SFWMD,5
16521,28118,14798,87,Monroe,24.859285261100002,-80.7170096765,SFWMD,5
17946,26900,14799,87,Monroe,24.9131774606,-80.65964825579998,SFWMD,5
17947,26493,14800,87,Monroe,24.9131774606,-80.64052778219998,SFWMD,5
18422,26087,14801,87,Monroe,24.9311415271,-80.6214073087,SFWMD,5
18897,25681,14802,87,Monroe,24.949105593600002,-80.6022868351,SFWMD,5
19372,25275,14804,87,Monroe,24.9670696601,-80.58316636149999,SFWMD,5
19373,24868,15168,87,Monroe,24.9670696601,-80.56404588789998,SFWMD,5
19848,24462,15169,87,Monroe,24.985033726599998,-80.5449254144,SFWMD,5
20322,24463,15170,87,Monroe,25.0029977931,-80.5449254144,SFWMD,5
20323,24056,15171,87,Monroe,25.0029977931,-80.5258049408,SFWMD,5
20798,23650,15172,87,Monroe,25.0209618596,-80.5066844672,SFWMD,5
21259,28942,15173,87,Monroe,25.038925926100003,-80.75525062369998,SFWMD,5
21272,23651,15174,87,Monroe,25.038925926100003,-80.5066844672,SFWMD,5
21736,27722,15175,87,Monroe,25.056889992600002,-80.697889203,SFWMD,5
21747,23245,15176,87,Monroe,25.056889992600002,-80.48756399369998,SFWMD,5
21749,22431,15177,87,Monroe,25.056889992600002,-80.4493230465,SFWMD,5
22208,28537,15178,87,Monroe,25.074854059099998,-80.73613015009998,SFWMD,5
22222,22839,15179,87,Monroe,25.074854059099998,-80.46844352009998,SFWMD,5
22697,22433,15180,87,Monroe,25.0928181256,-80.4493230465,SFWMD,5
23160,26911,15181,87,Monroe,25.1107821921,-80.65964825579998,SFWMD,5
23164,25283,15182,87,Monroe,25.1107821921,-80.58316636149999,SFWMD,5
23172,22027,15183,87,Monroe,25.1107821921,-80.4302025729,SFWMD,5
23173,21620,15184,87,Monroe,25.1107821921,-80.41108209939999,SFWMD,5
23612,35866,15185,87,Monroe,25.1287462586,-81.0802986744,SFWMD,5
23613,35459,15186,87,Monroe,25.1287462586,-81.0611782008,SFWMD,5
23615,34645,15187,87,Monroe,25.1287462586,-81.02293725369998,SFWMD,5
23616,34238,15188,87,Monroe,25.1287462586,-81.00381678009998,SFWMD,5
23625,30575,15189,87,Monroe,25.1287462586,-80.83173251799998,SFWMD,5
23635,26505,15190,87,Monroe,25.1287462586,-80.64052778219998,SFWMD,5
23647,21621,15191,87,Monroe,25.1287462586,-80.41108209939999,SFWMD,5
23648,21214,15192,87,Monroe,25.1287462586,-80.39196162579998,SFWMD,5
24085,36274,15193,87,Monroe,25.146710325100003,-81.09941914799998,SFWMD,5
24086,35867,15194,87,Monroe,25.146710325100003,-81.0802986744,SFWMD,5
24087,35460,15195,87,Monroe,25.146710325100003,-81.0611782008,SFWMD,5
24088,35053,15196,87,Monroe,25.146710325100003,-81.04205772729999,SFWMD,5
24089,34646,15197,87,Monroe,25.146710325100003,-81.02293725369998,SFWMD,5
24090,34239,15198,87,Monroe,25.146710325100003,-81.00381678009998,SFWMD,5
24091,33832,15199,87,Monroe,25.146710325100003,-80.9846963066,SFWMD,5
24092,33425,15200,87,Monroe,25.146710325100003,-80.965575833,SFWMD,5
24093,33018,15201,87,Monroe,25.146710325100003,-80.94645535939999,SFWMD,5
24094,32611,15202,87,Monroe,25.146710325100003,-80.92733488579998,SFWMD,5
24108,26913,15203,25,Dade,25.146710325100003,-80.65964825579998,SFWMD,5
24113,24878,15204,87,Monroe,25.146710325100003,-80.56404588789998,SFWMD,5
24121,21622,15205,87,Monroe,25.146710325100003,-80.41108209939999,SFWMD,5
24122,21215,15206,87,Monroe,25.146710325100003,-80.39196162579998,SFWMD,5
24123,20808,15207,87,Monroe,25.146710325100003,-80.37284115219998,SFWMD,5
24557,37089,15208,87,Monroe,25.1646743916,-81.1376600951,SFWMD,5
24558,36682,15209,87,Monroe,25.1646743916,-81.1185396216,SFWMD,5
24559,36275,15210,87,Monroe,25.1646743916,-81.09941914799998,SFWMD,5
24560,35868,15211,87,Monroe,25.1646743916,-81.0802986744,SFWMD,5
24561,35461,15212,87,Monroe,25.1646743916,-81.0611782008,SFWMD,5
24562,35054,15213,87,Monroe,25.1646743916,-81.04205772729999,SFWMD,5
24563,34647,15215,87,Monroe,25.1646743916,-81.02293725369998,SFWMD,5
24564,34240,15554,87,Monroe,25.1646743916,-81.00381678009998,SFWMD,5
24565,33833,15555,87,Monroe,25.1646743916,-80.9846963066,SFWMD,5
24566,33426,15556,87,Monroe,25.1646743916,-80.965575833,SFWMD,5
24567,33019,15557,87,Monroe,25.1646743916,-80.94645535939999,SFWMD,5
24568,32612,15558,87,Monroe,25.1646743916,-80.92733488579998,SFWMD,5
24569,32205,15559,87,Monroe,25.1646743916,-80.9082144123,SFWMD,5
24575,29763,15560,25,Dade,25.1646743916,-80.7934915708,SFWMD,5
24576,29356,15561,25,Dade,25.1646743916,-80.77437109729999,SFWMD,5
24577,28949,15562,25,Dade,25.1646743916,-80.75525062369998,SFWMD,5
24578,28542,15563,25,Dade,25.1646743916,-80.73613015009998,SFWMD,5
24579,28135,15564,25,Dade,25.1646743916,-80.7170096765,SFWMD,5
24596,21216,15565,87,Monroe,25.1646743916,-80.39196162579998,SFWMD,5
24597,20809,15566,87,Monroe,25.1646743916,-80.37284115219998,SFWMD,5
25031,37090,15567,87,Monroe,25.182638458099998,-81.1376600951,SFWMD,5
25032,36683,15568,87,Monroe,25.182638458099998,-81.1185396216,SFWMD,5
25033,36276,15569,87,Monroe,25.182638458099998,-81.09941914799998,SFWMD,5
25034,35869,15570,87,Monroe,25.182638458099998,-81.0802986744,SFWMD,5
25035,35462,15571,87,Monroe,25.182638458099998,-81.0611782008,SFWMD,5
25036,35055,15572,87,Monroe,25.182638458099998,-81.04205772729999,SFWMD,5
25037,34648,15573,87,Monroe,25.182638458099998,-81.02293725369998,SFWMD,5
25038,34241,15574,87,Monroe,25.182638458099998,-81.00381678009998,SFWMD,5
25039,33834,15575,87,Monroe,25.182638458099998,-80.9846963066,SFWMD,5
25040,33427,15576,87,Monroe,25.182638458099998,-80.965575833,SFWMD,5
25041,33020,15577,87,Monroe,25.182638458099998,-80.94645535939999,SFWMD,5
25042,32613,15578,87,Monroe,25.182638458099998,-80.92733488579998,SFWMD,5
25043,32206,15579,87,Monroe,25.182638458099998,-80.9082144123,SFWMD,5
25044,31799,15580,87,Monroe,25.182638458099998,-80.8890939387,SFWMD,5
25045,31392,15581,87,Monroe,25.182638458099998,-80.8699734651,SFWMD,5
25047,30578,15582,25,Dade,25.182638458099998,-80.83173251799998,SFWMD,5
25049,29764,15583,25,Dade,25.182638458099998,-80.7934915708,SFWMD,5
25050,29357,15584,25,Dade,25.182638458099998,-80.77437109729999,SFWMD,5
25051,28950,15585,25,Dade,25.182638458099998,-80.75525062369998,SFWMD,5
25052,28543,15586,25,Dade,25.182638458099998,-80.73613015009998,SFWMD,5
25053,28136,15587,25,Dade,25.182638458099998,-80.7170096765,SFWMD,5
25054,27729,15588,25,Dade,25.182638458099998,-80.697889203,SFWMD,5
25055,27322,15589,25,Dade,25.182638458099998,-80.67876872939999,SFWMD,5
25057,26508,15590,25,Dade,25.182638458099998,-80.64052778219998,SFWMD,5
25067,22438,15591,87,Monroe,25.182638458099998,-80.4493230465,SFWMD,5
25071,20810,15592,87,Monroe,25.182638458099998,-80.37284115219998,SFWMD,5
25505,37091,15593,87,Monroe,25.2006025246,-81.1376600951,SFWMD,5
25506,36684,15594,87,Monroe,25.2006025246,-81.1185396216,SFWMD,5
25507,36277,15595,87,Monroe,25.2006025246,-81.09941914799998,SFWMD,5
25508,35870,15596,87,Monroe,25.2006025246,-81.0802986744,SFWMD,5
25509,35463,15597,87,Monroe,25.2006025246,-81.0611782008,SFWMD,5
25510,35056,15598,87,Monroe,25.2006025246,-81.04205772729999,SFWMD,5
25511,34649,15599,87,Monroe,25.2006025246,-81.02293725369998,SFWMD,5
25512,34242,15600,87,Monroe,25.2006025246,-81.00381678009998,SFWMD,5
25513,33835,15601,87,Monroe,25.2006025246,-80.9846963066,SFWMD,5
25514,33428,15602,87,Monroe,25.2006025246,-80.965575833,SFWMD,5
25515,33021,15603,87,Monroe,25.2006025246,-80.94645535939999,SFWMD,5
25516,32614,15604,87,Monroe,25.2006025246,-80.92733488579998,SFWMD,5
25517,32207,15605,87,Monroe,25.2006025246,-80.9082144123,SFWMD,5
25518,31800,15606,87,Monroe,25.2006025246,-80.8890939387,SFWMD,5
25519,31393,15607,87,Monroe,25.2006025246,-80.8699734651,SFWMD,5
25520,30986,15608,25,Dade,25.2006025246,-80.85085299149999,SFWMD,5
25521,30579,15609,25,Dade,25.2006025246,-80.83173251799998,SFWMD,5
25522,30172,15610,25,Dade,25.2006025246,-80.8126120444,SFWMD,5
25523,29765,15611,25,Dade,25.2006025246,-80.7934915708,SFWMD,5
25524,29358,15612,25,Dade,25.2006025246,-80.77437109729999,SFWMD,5
25525,28951,15613,25,Dade,25.2006025246,-80.75525062369998,SFWMD,5
25526,28544,15614,25,Dade,25.2006025246,-80.73613015009998,SFWMD,5
25527,28137,15615,25,Dade,25.2006025246,-80.7170096765,SFWMD,5
25528,27730,15616,25,Dade,25.2006025246,-80.697889203,SFWMD,5
25529,27323,15617,25,Dade,25.2006025246,-80.67876872939999,SFWMD,5
25530,26916,15619,25,Dade,25.2006025246,-80.65964825579998,SFWMD,5
25531,26509,15620,25,Dade,25.2006025246,-80.64052778219998,SFWMD,5
25532,26102,15621,25,Dade,25.2006025246,-80.6214073087,SFWMD,5
25533,25695,15622,25,Dade,25.2006025246,-80.6022868351,SFWMD,5
25534,25288,15624,25,Dade,25.2006025246,-80.58316636149999,SFWMD,5
25535,24881,15967,25,Dade,25.2006025246,-80.56404588789998,SFWMD,5
25541,22439,15968,87,Monroe,25.2006025246,-80.4493230465,SFWMD,5
25543,21625,15969,87,Monroe,25.2006025246,-80.41108209939999,SFWMD,5
25544,21218,15970,87,Monroe,25.2006025246,-80.39196162579998,SFWMD,5
25545,20811,15971,87,Monroe,25.2006025246,-80.37284115219998,SFWMD,5
25546,20404,15972,87,Monroe,25.2006025246,-80.3537206786,SFWMD,5
25978,37499,15973,87,Monroe,25.2185665911,-81.1567805687,SFWMD,5
25979,37092,15974,87,Monroe,25.2185665911,-81.1376600951,SFWMD,5
25980,36685,15975,87,Monroe,25.2185665911,-81.1185396216,SFWMD,5
25981,36278,15976,87,Monroe,25.2185665911,-81.09941914799998,SFWMD,5
25982,35871,15977,87,Monroe,25.2185665911,-81.0802986744,SFWMD,5
25983,35464,15978,87,Monroe,25.2185665911,-81.0611782008,SFWMD,5
25984,35057,15979,87,Monroe,25.2185665911,-81.04205772729999,SFWMD,5
25985,34650,15980,87,Monroe,25.2185665911,-81.02293725369998,SFWMD,5
25989,33022,15981,87,Monroe,25.2185665911,-80.94645535939999,SFWMD,5
25990,32615,15982,87,Monroe,25.2185665911,-80.92733488579998,SFWMD,5
25991,32208,15983,87,Monroe,25.2185665911,-80.9082144123,SFWMD,5
25992,31801,15984,87,Monroe,25.2185665911,-80.8890939387,SFWMD,5
25993,31394,15985,87,Monroe,25.2185665911,-80.8699734651,SFWMD,5
25994,30987,15986,25,Dade,25.2185665911,-80.85085299149999,SFWMD,5
25995,30580,15987,25,Dade,25.2185665911,-80.83173251799998,SFWMD,5
25996,30173,15988,25,Dade,25.2185665911,-80.8126120444,SFWMD,5
25997,29766,15989,25,Dade,25.2185665911,-80.7934915708,SFWMD,5
25998,29359,15990,25,Dade,25.2185665911,-80.77437109729999,SFWMD,5
25999,28952,15991,25,Dade,25.2185665911,-80.75525062369998,SFWMD,5
26000,28545,15992,25,Dade,25.2185665911,-80.73613015009998,SFWMD,5
26001,28138,15993,25,Dade,25.2185665911,-80.7170096765,SFWMD,5
26002,27731,15994,25,Dade,25.2185665911,-80.697889203,SFWMD,5
26003,27324,15995,25,Dade,25.2185665911,-80.67876872939999,SFWMD,5
26004,26917,15996,25,Dade,25.2185665911,-80.65964825579998,SFWMD,5
26005,26510,15997,25,Dade,25.2185665911,-80.64052778219998,SFWMD,5
26006,26103,15998,25,Dade,25.2185665911,-80.6214073087,SFWMD,5
26007,25696,15999,25,Dade,25.2185665911,-80.6022868351,SFWMD,5
26008,25289,16000,25,Dade,25.2185665911,-80.58316636149999,SFWMD,5
26009,24882,16001,25,Dade,25.2185665911,-80.56404588789998,SFWMD,5
26010,24475,16002,25,Dade,25.2185665911,-80.5449254144,SFWMD,5
26011,24068,16003,25,Dade,25.2185665911,-80.5258049408,SFWMD,5
26012,23661,16004,25,Dade,25.2185665911,-80.5066844672,SFWMD,5
26013,23254,16005,87,Monroe,25.2185665911,-80.48756399369998,SFWMD,5
26014,22847,16006,87,Monroe,25.2185665911,-80.46844352009998,SFWMD,5
26452,37500,16007,87,Monroe,25.236530657600003,-81.1567805687,SFWMD,5
26453,37093,16008,87,Monroe,25.236530657600003,-81.1376600951,SFWMD,5
26454,36686,16009,87,Monroe,25.236530657600003,-81.1185396216,SFWMD,5
26455,36279,16010,87,Monroe,25.236530657600003,-81.09941914799998,SFWMD,5
26456,35872,16011,87,Monroe,25.236530657600003,-81.0802986744,SFWMD,5
26457,35465,16012,87,Monroe,25.236530657600003,-81.0611782008,SFWMD,5
26460,34244,16013,87,Monroe,25.236530657600003,-81.00381678009998,SFWMD,5
26461,33837,16014,87,Monroe,25.236530657600003,-80.9846963066,SFWMD,5
26463,33023,16015,87,Monroe,25.236530657600003,-80.94645535939999,SFWMD,5
26465,32209,16016,87,Monroe,25.236530657600003,-80.9082144123,SFWMD,5
26466,31802,16017,87,Monroe,25.236530657600003,-80.8890939387,SFWMD,5
26467,31395,16018,87,Monroe,25.236530657600003,-80.8699734651,SFWMD,5
26468,30988,16019,25,Dade,25.236530657600003,-80.85085299149999,SFWMD,5
26469,30581,16020,25,Dade,25.236530657600003,-80.83173251799998,SFWMD,5
26470,30174,16021,25,Dade,25.236530657600003,-80.8126120444,SFWMD,5
26471,29767,16022,25,Dade,25.236530657600003,-80.7934915708,SFWMD,5
26472,29360,16023,25,Dade,25.236530657600003,-80.77437109729999,SFWMD,5
26473,28953,16024,25,Dade,25.236530657600003,-80.75525062369998,SFWMD,5
26474,28546,16025,25,Dade,25.236530657600003,-80.73613015009998,SFWMD,5
26475,28139,16026,25,Dade,25.236530657600003,-80.7170096765,SFWMD,5
26476,27732,16027,25,Dade,25.236530657600003,-80.697889203,SFWMD,5
26477,27325,16028,25,Dade,25.236530657600003,-80.67876872939999,SFWMD,5
26478,26918,16029,25,Dade,25.236530657600003,-80.65964825579998,SFWMD,5
26479,26511,16030,25,Dade,25.236530657600003,-80.64052778219998,SFWMD,5
26480,26104,16031,25,Dade,25.236530657600003,-80.6214073087,SFWMD,5
26481,25697,16032,25,Dade,25.236530657600003,-80.6022868351,SFWMD,5
26482,25290,16033,25,Dade,25.236530657600003,-80.58316636149999,SFWMD,5
26485,24069,16034,25,Dade,25.236530657600003,-80.5258049408,SFWMD,5
26487,23255,16361,25,Dade,25.236530657600003,-80.48756399369998,SFWMD,5
26488,22848,16362,25,Dade,25.236530657600003,-80.46844352009998,SFWMD,5
26489,22441,16363,25,Dade,25.236530657600003,-80.4493230465,SFWMD,5
26490,22034,16364,25,Dade,25.236530657600003,-80.4302025729,SFWMD,5
26495,19999,16372,87,Monroe,25.236530657600003,-80.3346002051,SFWMD,5
26926,37501,16373,87,Monroe,25.2544947241,-81.1567805687,SFWMD,5
26927,37094,16374,87,Monroe,25.2544947241,-81.1376600951,SFWMD,5
26928,36687,16375,87,Monroe,25.2544947241,-81.1185396216,SFWMD,5
26929,36280,16376,87,Monroe,25.2544947241,-81.09941914799998,SFWMD,5
26930,35873,16377,87,Monroe,25.2544947241,-81.0802986744,SFWMD,5
26933,34652,16378,87,Monroe,25.2544947241,-81.02293725369998,SFWMD,5
26938,32617,16379,87,Monroe,25.2544947241,-80.92733488579998,SFWMD,5
26940,31803,16380,87,Monroe,25.2544947241,-80.8890939387,SFWMD,5
26941,31396,16381,87,Monroe,25.2544947241,-80.8699734651,SFWMD,5
26942,30989,16382,25,Dade,25.2544947241,-80.85085299149999,SFWMD,5
26943,30582,16383,25,Dade,25.2544947241,-80.83173251799998,SFWMD,5
26944,30175,16384,25,Dade,25.2544947241,-80.8126120444,SFWMD,5
26945,29768,16385,25,Dade,25.2544947241,-80.7934915708,SFWMD,5
26946,29361,16386,25,Dade,25.2544947241,-80.77437109729999,SFWMD,5
26947,28954,16387,25,Dade,25.2544947241,-80.75525062369998,SFWMD,5
26948,28547,16388,25,Dade,25.2544947241,-80.73613015009998,SFWMD,5
26949,28140,16389,25,Dade,25.2544947241,-80.7170096765,SFWMD,5
26950,27733,16390,25,Dade,25.2544947241,-80.697889203,SFWMD,5
26951,27326,16391,25,Dade,25.2544947241,-80.67876872939999,SFWMD,5
26952,26919,16392,25,Dade,25.2544947241,-80.65964825579998,SFWMD,5
26953,26512,16393,25,Dade,25.2544947241,-80.64052778219998,SFWMD,5
26954,26105,16394,25,Dade,25.2544947241,-80.6214073087,SFWMD,5
26955,25698,16395,25,Dade,25.2544947241,-80.6022868351,SFWMD,5
26956,25291,16396,25,Dade,25.2544947241,-80.58316636149999,SFWMD,5
26957,24884,16397,25,Dade,25.2544947241,-80.56404588789998,SFWMD,5
26958,24477,16398,25,Dade,25.2544947241,-80.5449254144,SFWMD,5
26959,24070,16399,25,Dade,25.2544947241,-80.5258049408,SFWMD,5
26960,23663,16400,25,Dade,25.2544947241,-80.5066844672,SFWMD,5
26961,23256,16401,25,Dade,25.2544947241,-80.48756399369998,SFWMD,5
26962,22849,16402,25,Dade,25.2544947241,-80.46844352009998,SFWMD,5
26963,22442,16403,25,Dade,25.2544947241,-80.4493230465,SFWMD,5
26964,22035,16404,25,Dade,25.2544947241,-80.4302025729,SFWMD,5
26970,19593,16405,87,Monroe,25.2544947241,-80.31547973149999,SFWMD,5
27400,37502,16406,87,Monroe,25.2724587906,-81.1567805687,SFWMD,5
27401,37095,16407,87,Monroe,25.2724587906,-81.1376600951,SFWMD,5
27402,36688,16408,87,Monroe,25.2724587906,-81.1185396216,SFWMD,5
27403,36281,16409,87,Monroe,25.2724587906,-81.09941914799998,SFWMD,5
27404,35874,16410,87,Monroe,25.2724587906,-81.0802986744,SFWMD,5
27411,33025,16411,87,Monroe,25.2724587906,-80.94645535939999,SFWMD,5
27413,32211,16412,87,Monroe,25.2724587906,-80.9082144123,SFWMD,5
27414,31804,16413,87,Monroe,25.2724587906,-80.8890939387,SFWMD,5
27415,31397,16414,87,Monroe,25.2724587906,-80.8699734651,SFWMD,5
27416,30990,16415,25,Dade,25.2724587906,-80.85085299149999,SFWMD,5
27417,30583,16416,25,Dade,25.2724587906,-80.83173251799998,SFWMD,5
27418,30176,16417,25,Dade,25.2724587906,-80.8126120444,SFWMD,5
27419,29769,16418,25,Dade,25.2724587906,-80.7934915708,SFWMD,5
27420,29362,16419,25,Dade,25.2724587906,-80.77437109729999,SFWMD,5
27421,28955,16420,25,Dade,25.2724587906,-80.75525062369998,SFWMD,5
27422,28548,16421,25,Dade,25.2724587906,-80.73613015009998,SFWMD,5
27423,28141,16422,25,Dade,25.2724587906,-80.7170096765,SFWMD,5
27424,27734,16423,25,Dade,25.2724587906,-80.697889203,SFWMD,5
27425,27327,16424,25,Dade,25.2724587906,-80.67876872939999,SFWMD,5
27426,26920,16425,25,Dade,25.2724587906,-80.65964825579998,SFWMD,5
27427,26513,16426,25,Dade,25.2724587906,-80.64052778219998,SFWMD,5
27428,26106,16427,25,Dade,25.2724587906,-80.6214073087,SFWMD,5
27429,25699,16428,25,Dade,25.2724587906,-80.6022868351,SFWMD,5
27430,25292,16429,25,Dade,25.2724587906,-80.58316636149999,SFWMD,5
27431,24885,16430,25,Dade,25.2724587906,-80.56404588789998,SFWMD,5
27432,24478,16431,25,Dade,25.2724587906,-80.5449254144,SFWMD,5
27433,24071,16432,25,Dade,25.2724587906,-80.5258049408,SFWMD,5
27434,23664,16433,25,Dade,25.2724587906,-80.5066844672,SFWMD,5
27435,23257,16434,25,Dade,25.2724587906,-80.48756399369998,SFWMD,5
27436,22850,16435,25,Dade,25.2724587906,-80.46844352009998,SFWMD,5
27437,22443,16436,25,Dade,25.2724587906,-80.4493230465,SFWMD,5
27438,22036,16437,25,Dade,25.2724587906,-80.4302025729,SFWMD,5
27439,21629,16438,25,Dade,25.2724587906,-80.41108209939999,SFWMD,5
27443,20001,16439,87,Monroe,25.2724587906,-80.3346002051,SFWMD,5
27444,19594,16440,87,Monroe,25.2724587906,-80.31547973149999,SFWMD,5
27445,19187,16441,87,Monroe,25.2724587906,-80.29635925789998,SFWMD,5
27874,37503,16442,87,Monroe,25.2904228571,-81.1567805687,SFWMD,5
27875,37096,16444,87,Monroe,25.2904228571,-81.1376600951,SFWMD,5
27876,36689,16445,87,Monroe,25.2904228571,-81.1185396216,SFWMD,5
27877,36282,16757,87,Monroe,25.2904228571,-81.09941914799998,SFWMD,5
27879,35468,16775,87,Monroe,25.2904228571,-81.0611782008,SFWMD,5
27885,33026,16776,87,Monroe,25.2904228571,-80.94645535939999,SFWMD,5
27886,32619,16777,87,Monroe,25.2904228571,-80.92733488579998,SFWMD,5
27887,32212,16778,87,Monroe,25.2904228571,-80.9082144123,SFWMD,5
27888,31805,16779,87,Monroe,25.2904228571,-80.8890939387,SFWMD,5
27889,31398,16780,87,Monroe,25.2904228571,-80.8699734651,SFWMD,5
27890,30991,16781,25,Dade,25.2904228571,-80.85085299149999,SFWMD,5
27891,30584,16782,25,Dade,25.2904228571,-80.83173251799998,SFWMD,5
27892,30177,16783,25,Dade,25.2904228571,-80.8126120444,SFWMD,5
27893,29770,16784,25,Dade,25.2904228571,-80.7934915708,SFWMD,5
27894,29363,16785,25,Dade,25.2904228571,-80.77437109729999,SFWMD,5
27895,28956,16786,25,Dade,25.2904228571,-80.75525062369998,SFWMD,5
27896,28549,16787,25,Dade,25.2904228571,-80.73613015009998,SFWMD,5
27897,28142,16788,25,Dade,25.2904228571,-80.7170096765,SFWMD,5
27898,27735,16789,25,Dade,25.2904228571,-80.697889203,SFWMD,5
27899,27328,16790,25,Dade,25.2904228571,-80.67876872939999,SFWMD,5
27900,26921,16791,25,Dade,25.2904228571,-80.65964825579998,SFWMD,5
27901,26514,16792,25,Dade,25.2904228571,-80.64052778219998,SFWMD,5
27902,26107,16793,25,Dade,25.2904228571,-80.6214073087,SFWMD,5
27903,25700,16794,25,Dade,25.2904228571,-80.6022868351,SFWMD,5
27904,25293,16795,25,Dade,25.2904228571,-80.58316636149999,SFWMD,5
27905,24886,16796,25,Dade,25.2904228571,-80.56404588789998,SFWMD,5
27906,24479,16797,25,Dade,25.2904228571,-80.5449254144,SFWMD,5
27907,24072,16798,25,Dade,25.2904228571,-80.5258049408,SFWMD,5
27908,23665,16799,25,Dade,25.2904228571,-80.5066844672,SFWMD,5
